"Account Number","Account Name","Cash Account Number","Cash Account Name","Sweep Vehicle Number","Sweep Vehicle Name","Account Group","Reporting Currency Code","Reporting Currency Name","Local Currency Code","Local Currency Name","Location Code","Location Name","Cash Reporting Date","Reference Number","Client Reference Number","Related Reference","Tax Code","Tax Code Description","Transaction Type Code","Transaction Type","Main Transaction Code","Sub Transaction Code","Detailed Transaction Type Name","Transaction Description 1","Transaction Description 2","Transaction Description 3","Transaction Description 4","Transaction Description 5","Transaction Description 6","Trade / Ex Date","Settle / Pay Date","Actual Settle Date","Record Date","Cash Post Date","Cash Value Date","Shares/Par","Local Price/Rate","Local Principal Amount","Local Income Amount","Gross Amount","Source Tax Withheld Amount","Bank Tax Withheld Amount","Opening Balance Local","Transaction Activity Local","Closing Balance Local","Opening Balance Reporting Equivalent","Transaction Amount Reporting Equivalent","Closing Balance Reporting Equivalent","Trading Broker Code","Trading BIC Broker Code","Trading Broker Name","Clearing Broker Code","Clearing Broker Name","Clearing BIC Broker Code","Security Short Description","Security Description 1","Security Description 2","Security  Description 3","Security Description 4","Security Description 5","Exchange Rate","CUSIP/CINS","TICKER","ISIN","SEDOL","VALOREN","SICOVAM","WPK","QUICK","Wire Reference Number","Begin Date","End Date","Report Run Date","Report Run Time","Current Factor","Previous Factor","Amortized Units","Event ID","Flat Tax %","Flat Tax Amount","Solidarity %","Solidarity Amount","Flat Tax Currency","Account - GSP","Extended Account","Opening STIF Balance","STIF Transaction Amount","Closing STIF Balance","Create Date","Last Updated","Contractual Indicator Code","Settlement Policy","CID","IAS Account Number","IAS Account Name","IAS Consolidated Account Name","IAS Consolidated Account Number","GFC Indicator","Issue Currency Code","Accrual Currency Code","Asset Category"
"212156","NYLI MERGER ARBITRAGE ETF","2121565780","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","NOK","NORWEGIAN KRONE","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-5.550000","","-5.550000","-0.560000","","-0.560000","","","","","","","","","","","","","0.101207","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121565780","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","NOK","NORWEGIAN KRONE","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-5.550000","","-5.550000","-0.560000","","-0.560000","","","","","","","","","","","","","0.101207","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121565780","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","NOK","NORWEGIAN KRONE","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-5.550000","","-5.550000","-0.560000","","-0.560000","","","","","","","","","","","","","0.101207","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121569850","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","PLN","POLISH ZLOTY","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.275596","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121569850","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","PLN","POLISH ZLOTY","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.275596","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121569850","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","PLN","POLISH ZLOTY","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.275596","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121569850","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","PLN","POLISH ZLOTY","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.275596","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568260","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","GBP","POUND STERLING","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-22606.660000","","-22606.660000","-30651.240000","","-30651.240000","","","","","","","","","","","","","1.355850","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568260","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","GBP","POUND STERLING","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-8567.240000","","-8567.240000","-11615.890000","","-11615.890000","","","","","","","","","","","","","1.355850","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568260","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","GBP","POUND STERLING","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-8567.240000","","-8567.240000","-11615.890000","","-11615.890000","","","","","","","","","","","","","1.355850","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567020","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","SGD","SINGAPORE DOLLAR","11","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.720000","","0.720000","0.560000","","0.560000","","","","","","","","","","","","","0.779970","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567020","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","SGD","SINGAPORE DOLLAR","11","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.720000","","0.720000","0.560000","","0.560000","","","","","","","","","","","","","0.779970","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567020","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","SGD","SINGAPORE DOLLAR","11","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.720000","","0.720000","0.560000","","0.560000","","","","","","","","","","","","","0.779970","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567020","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","SGD","SINGAPORE DOLLAR","11","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.720000","","0.720000","0.560000","","0.560000","","","","","","","","","","","","","0.779970","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567520","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","SEK","SWEDISH KRONA","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.490000","","0.490000","0.050000","","0.050000","","","","","","","","","","","","","0.107252","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567520","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","SEK","SWEDISH KRONA","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.490000","","0.490000","0.050000","","0.050000","","","","","","","","","","","","","0.107252","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567520","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","SEK","SWEDISH KRONA","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.490000","","0.490000","0.050000","","0.050000","","","","","","","","","","","","","0.107252","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567520","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","SEK","SWEDISH KRONA","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.490000","","0.490000","0.050000","","0.050000","","","","","","","","","","","","","0.107252","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567560","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","CHF","SWISS FRANC","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.030000","","0.030000","0.040000","","0.040000","","","","","","","","","","","","","1.256360","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567560","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","CHF","SWISS FRANC","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.030000","","0.030000","0.040000","","0.040000","","","","","","","","","","","","","1.256360","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567560","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","CHF","SWISS FRANC","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.030000","","0.030000","0.040000","","0.040000","","","","","","","","","","","","","1.256360","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121567560","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","CHF","SWISS FRANC","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.030000","","0.030000","0.040000","","0.040000","","","","","","","","","","","","","1.256360","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","X9X9USDALS02","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-1439720.890000","","11828945.180000","-1439720.890000","","11828945.180000","","","","","","","","","","","","","1.000000","","","X9X9USDALS02","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","X9X9USDDIRM7","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","-1439720.890000","","11828945.180000","-1439720.890000","","11828945.180000","","","","","","","","","","","","","1.000000","","","X9X9USDDIRM7","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","11854795.930000","","11854795.930000","11854795.930000","","11854795.930000","","","","","","","","","","","","","1.000000","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212156","NYLI MERGER ARBITRAGE ETF","2121568400","NYLI MERGER ARBITRAGE ETF","","","","USD","UNITED STATES DOLLAR","USD","UNITED STATES DOLLAR","31","NYG","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","11854795.930000","","11854795.930000","11854795.930000","","11854795.930000","","","","","","","","","","","","","1.000000","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290091","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121570360","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.664850","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121570360","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.664850","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121570360","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.664850","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121570360","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.664850","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121571240","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","CAD","CANADIAN DOLLAR","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.722465","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121571240","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","CAD","CANADIAN DOLLAR","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.722465","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121571240","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","CAD","CANADIAN DOLLAR","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.722465","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121571240","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","CAD","CANADIAN DOLLAR","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.722465","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121572080","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.040000","","0.040000","0.010000","","0.010000","","","","","","","","","","","","","0.157118","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121572080","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.040000","","0.040000","0.010000","","0.010000","","","","","","","","","","","","","0.157118","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121572080","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.040000","","0.040000","0.010000","","0.010000","","","","","","","","","","","","","0.157118","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121572080","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","DKK","DANISH KRONE","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.040000","","0.040000","0.010000","","0.010000","","","","","","","","","","","","","0.157118","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121579780","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","3.490000","","3.490000","4.090000","","4.090000","","","","","","","","","","","","","1.172800","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121579780","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","3.490000","","3.490000","4.090000","","4.090000","","","","","","","","","","","","","1.172800","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121579780","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","3.490000","","3.490000","4.090000","","4.090000","","","","","","","","","","","","","1.172800","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121579780","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","EUR","EURO","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","3.490000","","3.490000","4.090000","","4.090000","","","","","","","","","","","","","1.172800","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573440","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","HKD","HONG KONG DOLLAR","11","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.128379","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573440","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","HKD","HONG KONG DOLLAR","11","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.128379","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573440","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","HKD","HONG KONG DOLLAR","11","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.128379","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573440","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","HKD","HONG KONG DOLLAR","11","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.128379","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573920","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","JPY","JAPANESE YEN","11","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.006794","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573920","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","JPY","JAPANESE YEN","11","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.006794","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573920","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","JPY","JAPANESE YEN","11","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.006794","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573760","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","ILS","NEW ISRAELI SHEKEL","10","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.300960","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573760","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","ILS","NEW ISRAELI SHEKEL","10","BRU","09/15/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.300960","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573760","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","ILS","NEW ISRAELI SHEKEL","10","BRU","09/16/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.300960","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121573760","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","ILS","NEW ISRAELI SHEKEL","10","BRU","09/17/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.000000","","0.000000","0.000000","","0.000000","","","","","","","","","","","","","0.300960","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
"212157","IQ GLOBAL RESOURCES ETF","2121575540","IQ GLOBAL RESOURCES ETF","","","","USD","UNITED STATES DOLLAR","NZD","NEW ZEALAND DOLLAR","11","BRU","09/12/25","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.090000","","0.090000","0.050000","","0.050000","","","","","","","","","","","","","0.596250","","","","","","","","","","09/12/25","09/17/25","09/12/25","9:01:27 AM EDT","","","","","","","","","","","","0","0","0","","","","","5829290083","","","","","","","",""
