,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,"Food, Beverage & Tobacco",Health Insurance & Managed Care,Commercial & Professional Services,Healthcare Equipment & Services,Consumer Durables & Apparel,Consumer Services,Banks,Media,Internet Retail & Consumer Electronics,Semiconductors & Semiconductor Equipment,Food & Staple Retailing,"Oil, Gas & Consumable Fuels",Retailing,Transportation,"Agricultural, Timber, Packaging & Building Materials",Utilities,Diversified Financials,"Pharmaceuticals, Biotechnology & Life Sciences",Oil & Gas E&P,Insurance,REIT,Technology Hardware & Equipment,Chemicals,Real Estate Services,Capital Goods,Metals & Mining,Telecom Services,Automobiles & Auto Components,Household & Personal Products,Software & Services,Capital Markets,Energy Equipment & Services
Chemicals,-0.00036726583023841586,0.00029277883421200557,0.0003166655463575177,0.002235997788586391,-0.00014258524106089635,0.00037147874267845965,-0.0022183758608424384,0.002233659305992706,-0.0007705289783444322,0.00032404745989327504,-0.0014389343775591597,0.0001922810097098709,-0.0018306374951959988,0.0005658874350198683,0.001085572521081111,9.307268431231986e-05,0.000556707546623176,-0.00032811501054637874,0.00033039026268569585,0.004223474143898272,0.010621804939569362,-0.00032465507684259666,0.0008200670615239258,0.03405463013141874,0.029000874683211126,0.04292897726002936,0.04516134455235408,0.048718951215437414,0.0425561675531694,0.049992263277199016,0.039074373365563644,0.043208282299409435,0.04626067646838727,0.034579684671583684,0.04221955076587934,0.04402167584482685,0.05079474420708417,0.04931241366305905,0.03398133107738516,0.047179501101767114,0.03960363792267131,0.0488297867469771,0.03892994378024862,0.04153929809588468,0.03938559217307994,0.05957976542062828,0.050242740645619656,0.045145542668163036,0.050477163181728096,0.032501429951554923,0.04459607992440965,0.04052154014588722,0.039727726577768116,0.05175482217150535,0.0569489504032448
Real Estate Services,-0.00042958618840376793,-0.00028913457510785617,-6.898434148225061e-05,0.0019432967992857961,-0.00041328270454132085,0.0008750644205827555,-0.0022613007844203632,0.0024756683958980278,-0.0013028493013548877,5.175675367500116e-06,-0.001457649046388605,0.0001450740627670317,-0.001537608598234644,0.0006191291042713585,0.0013233748963213047,0.00023169973931798764,0.0004229630855472956,-0.00015221665559394718,0.0002489571098417954,0.0038628304310948523,0.009445277555056962,-0.0006063527627157457,0.0009823929632425453,0.03368126693978628,0.028533871365609913,0.03950265720692166,0.044754143542263,0.0450288806412486,0.03892459511875035,0.04894838157621751,0.035700127978934716,0.039257065124793364,0.0373729836090735,0.031978806887546334,0.0399480694841153,0.04191934215180887,0.04562989231597816,0.04478949718785484,0.03542744067978126,0.044870659363968494,0.03887192061302756,0.04484444068688926,0.03705880139563683,0.044791498748968976,0.03351221459924369,0.050242740645619656,0.07102598462619447,0.03988219705056179,0.04056067845440364,0.031045231780817906,0.04072962468017984,0.03798915943959408,0.03592583328234748,0.04900141735536634,0.05210256169664726
Capital Goods,-0.00032559579168186885,0.00029074617996698515,-6.65713770194538e-06,0.0016173635197875142,-1.995172352929225e-05,-1.3650763332507234e-05,-0.0002613107656891866,0.0013962372833358492,-0.0006620334066473395,0.0003417664955848531,-0.0012716059474011407,0.0001814193557538135,-0.0009126247271339501,0.000401038243766157,0.00021034958946028652,0.00012807275215010768,0.00034946323125596354,-0.00019278363581535122,0.0002979750004640291,0.0034982268566095807,0.010813639621738284,-7.160096724395628e-05,0.00044376025565098006,0.029439640724079872,0.028321723389730342,0.038761300063714754,0.0382542241746323,0.039416405581968336,0.038048486792824444,0.04515918364876393,0.03568987257636729,0.0370708729458473,0.040414064155430994,0.02961780785031392,0.04046494834655657,0.03654662197803242,0.043568647135968384,0.041074093426978264,0.031971716351140336,0.04245627501911423,0.03235002142639269,0.045233898491200804,0.037207888209564784,0.03464518972084801,0.03785915371537061,0.045145542668163036,0.03988219705056179,0.04375553879948011,0.042796815056282946,0.03030597689476411,0.03685581855471798,0.03305606114489155,0.037040741867601396,0.04809302563863333,0.049698250601871406
Metals & Mining,-0.0001279525400837922,0.0005417067158064486,2.5774551839823736e-05,0.002055262575175154,-0.00038961920811200626,0.0005117366177344725,-0.0008969764927933512,0.001925867887043175,-0.00048729779442268647,0.00041709801326009725,-0.001528136829430948,-8.616632311043808e-05,-0.0011706772019879044,0.00038592498613173405,0.0004619071350193612,0.00012848159814687177,0.00041535549373451135,-0.0003740216966058684,0.000321425146842154,0.004147773607081295,0.011228449765422505,-0.0002089313430702484,0.00025712283905160926,0.03020291411531958,0.027003082897043056,0.03910291611687202,0.03922446249842297,0.04152511069243858,0.03851227478787944,0.04719815873206595,0.036551030837340306,0.040167831594832816,0.04475294899385332,0.030384737690918942,0.04478674760024155,0.036983606361427356,0.045512961293354595,0.04301310110390137,0.03332700242760221,0.04329502412478133,0.03345352488526558,0.05305899995343367,0.037859532323804304,0.036391929478829785,0.03908684623355888,0.050477163181728096,0.04056067845440364,0.042796815056282946,0.06475242186315389,0.030549521647018348,0.03824211556400415,0.032795498358222305,0.03713750202842606,0.04925801028261535,0.05848007375913188
Telecom Services,-9.419657245272908e-05,7.139450998645544e-05,0.0003843937463451351,0.0005352586411709095,-0.0002468331897874879,-8.601916351692654e-05,0.00023421259712775498,0.0011018628141932774,-0.0004215179423496691,0.0001456953319631831,-0.00044098971450181815,0.0003349406411156568,-0.0005715954976293818,0.0003959920381777869,-1.2712205470709965e-05,0.0001509125657092812,0.00031686813362899013,5.324350897559251e-05,3.996900066988851e-05,0.0020835324405577664,0.0066804807268958264,9.279240782225412e-05,0.00027422631125088566,0.023685686699876814,0.024007475632075486,0.030929681879856005,0.028503391420405623,0.027752689083953147,0.029595054998670482,0.03625322296438245,0.030189215764270364,0.028235186227641925,0.029132472406552427,0.023713184818767063,0.028745865879338226,0.02722508126246925,0.03214974277374129,0.029017070235092805,0.02689899283931021,0.03335164789326743,0.024306033211416028,0.028993956293860385,0.03169828868327594,0.028178258506861478,0.028057719901829523,0.032501429951554923,0.031045231780817906,0.03030597689476411,0.030549521647018348,0.03733398660119731,0.027580274251830916,0.024567282592516004,0.030361105180626537,0.036440852473734665,0.03291927754264057
Automobiles & Auto Components,-0.00011042798495887776,0.0002604678120037023,-9.487811815750496e-05,0.0018168854113169426,4.241669838177752e-05,0.00019692071195010833,-0.0017080752593856931,0.0016627857905692192,-0.0006851174076298157,0.0003072118254593326,-0.001140486613928971,-1.923941163770347e-05,-0.0013335849604602277,0.00048404627714150475,0.0006936151211378433,-0.00010090000636223638,0.0003737912218943339,-0.0001520589232727681,0.0003454800903184323,0.0033049168926806787,0.008691972537037776,-0.0001403481204132536,0.0008953055571829012,0.02851394859796733,0.024902063924955906,0.03572084066218418,0.03463399092586805,0.04045350334086481,0.03608173364564114,0.04365403468192523,0.0328025141822652,0.035822625697023144,0.03508389148984,0.029904969529411688,0.034332929405448735,0.0372665009406047,0.04269723728649573,0.03977201045027541,0.027906314750479746,0.039759923263843706,0.030260319504437364,0.03931032789704309,0.033217861056712705,0.03365085233876958,0.030459079786804646,0.04459607992440965,0.04072962468017984,0.03685581855471798,0.03824211556400415,0.027580274251830916,0.04572642767697625,0.03302009263528749,0.03274369490852481,0.04333118969829399,0.045913684424213994
Household & Personal Products,-0.0004633348344619187,0.00018822051452458693,0.00045910065256212016,0.0014007931025655552,4.5767694955432174e-05,-6.206607293097975e-05,-0.0015841743802449723,0.001557639226518435,-0.0007433206401822955,0.0003218252617781643,-0.0010082371067536215,0.00015835082813267165,-0.001196036425917767,0.000439734423856361,0.0009760513018598165,6.191979166442473e-05,0.0003206484373276894,-0.0003596053265128278,3.1056708085698334e-05,0.0026972413067744647,0.007751482907957235,-7.814967552140373e-05,0.0005135235121687773,0.028917195162702122,0.02251947361523975,0.0328528118599002,0.03414076527559866,0.03727929437407334,0.03325473513966432,0.03635341254650839,0.02986814421307342,0.03172822361663567,0.0326596278005969,0.027277538056017157,0.03181966803189076,0.034015634940837966,0.03713862994782573,0.03547038744686987,0.028085718187780086,0.03574185559995103,0.029171046163079153,0.035423111484998576,0.030476356336626195,0.032551384431991466,0.02944393248124741,0.04052154014588722,0.03798915943959408,0.03305606114489155,0.032795498358222305,0.024567282592516004,0.03302009263528749,0.03836865826912835,0.029911044887914472,0.03838968739891389,0.03987911281899135
Software & Services,-0.0003834229299446005,0.0003911639389269241,0.00013251479906811365,0.0008758731663047685,8.415843164333695e-06,-0.0002133133061234875,-3.857698030669739e-05,0.0015261583598707316,-0.00012946157885956845,0.0003616776284048609,-0.0008514930768620287,0.0005572522665076737,-0.0006254951167348272,0.0003284863145287294,-1.8244502267123587e-05,8.91479555201655e-05,0.000292586828677125,-0.0002676035726783276,0.0001610142605720315,0.0033022154508724976,0.00988669430311706,-5.223721879578972e-05,0.00012148746925330051,0.02687598270498914,0.02646675835928881,0.03666609203832183,0.03576420489535764,0.035461149982286826,0.03564260202948269,0.041020572422275546,0.03477309116615758,0.037047803535877645,0.03864442795906537,0.027203348505138104,0.034864462331422374,0.03277744264874321,0.039378081886495386,0.03499258796236098,0.02755885179660339,0.03925053563623281,0.02917731450120704,0.03761408527487475,0.03449621790514952,0.031462601924806315,0.03588021554841997,0.039727726577768116,0.03592583328234748,0.037040741867601396,0.03713750202842606,0.030361105180626537,0.03274369490852481,0.029911044887914472,0.03927499048712921,0.043337626689360864,0.03990849039157827
Capital Markets,-0.0001639638921429613,0.00040067801892298917,-0.00013423640124812862,0.00200475761235303,-0.00012759246510091234,-4.610431396790367e-05,-0.00013277558943057004,0.0016830910344769578,-0.0007848520275577662,0.0003166306081924253,-0.0016338654540578746,0.00022940864446491062,-0.0011557419246660352,0.0005464500606038278,0.0003334253271097859,0.00013275354644899648,0.0003807701891069098,-0.00018427561442512004,0.0002789032393040986,0.004105298712876577,0.012845853422124957,9.807837560132504e-05,0.00042083285934134976,0.034729704835335475,0.030572009372374902,0.045665266557941675,0.044514277917183404,0.04620554348885271,0.04494088859983821,0.05915183914822122,0.04380347072587517,0.04387772913886041,0.0450231452613304,0.034084688458983714,0.04890015602244051,0.041918836981807824,0.051657700261263324,0.04625460685637957,0.03822830803437381,0.05275396831778253,0.03786911277436867,0.05324636533677539,0.0455091061392477,0.041351741876692515,0.04291367062751681,0.05175482217150535,0.04900141735536634,0.04809302563863333,0.04925801028261535,0.036440852473734665,0.04333118969829399,0.03838968739891389,0.043337626689360864,0.0625297833392376,0.05713113364740625
Energy Equipment & Services,-0.00017489954460674724,0.0004856886380507844,0.0003402183113840741,0.0029115213463342853,-0.0006226438491082085,0.001980295383792127,-0.002340612187012836,0.0014518540180230946,-0.0011042467101127279,0.0004261874242969162,-0.0019821423993261447,-1.1078448258505857e-05,-0.00184699430479263,0.0008310602815493973,0.0017436222310807253,0.0001603367785617259,0.00040590577738279363,-0.00021222685972363442,0.0003664279551725125,0.004270414809302597,0.011501610316315709,-0.0001838466714652709,0.0005703142478741715,0.03453664021763727,0.02855886968995568,0.04411849888254385,0.04479142155459049,0.0448448719672448,0.043023655475720624,0.05463592578881223,0.040672150532613284,0.04300842090019899,0.048272399632598446,0.03235725767019698,0.06642294751881443,0.0413998627397599,0.053568597533513854,0.04986095090412632,0.03711230385007423,0.04962693133439921,0.037543834599105534,0.08836323884070478,0.04252155253359351,0.042283818276570156,0.039713481267332276,0.0569489504032448,0.05210256169664726,0.049698250601871406,0.05848007375913188,0.03291927754264057,0.045913684424213994,0.03987911281899135,0.03990849039157827,0.05713113364740625,0.10636465383455992
