,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,Household & Personal Products,"Agricultural, Timber, Packaging & Building Materials",Media,Commercial & Professional Services,Healthcare Equipment & Services,Chemicals,Insurance,Consumer Durables & Apparel,Banks,Energy Equipment & Services,"Food, Beverage & Tobacco",Software & Services,Utilities,"Pharmaceuticals, Biotechnology & Life Sciences",Retailing,REIT,Health Insurance & Managed Care,Metals & Mining,Capital Markets,Real Estate Services,Capital Goods,Internet Retail & Consumer Electronics,Transportation,Consumer Services,Automobiles & Auto Components,Diversified Financials,Oil & Gas E&P,Telecom Services,Semiconductors & Semiconductor Equipment,"Oil, Gas & Consumable Fuels",Technology Hardware & Equipment,Food & Staple Retailing
Transportation,-0.0004465664047394283,0.00044333476774008964,0.00011057063833707796,0.0020083694796231167,2.782522133894097e-06,0.00013503126613919367,-0.0014894121330821313,0.0019160262206152287,-0.0009054886185722275,0.0004550792788918399,-0.0015133923352257973,0.0003030694694924217,-0.0015433536808991664,0.0006105458159300398,0.0007366264041966126,-1.0244465573375256e-05,0.0004137254446979056,-0.0003559136152449032,0.0003931964718697006,0.0037289283842874728,0.011771917019963512,-0.00027202235269603803,0.000828640426480869,0.037545850238694826,0.04511076744574157,0.03960275113886218,0.04283178851541943,0.042562625468089865,0.0513015706095693,0.0390212865251141,0.04695592830737705,0.05302059530199143,0.05436013681322293,0.032568579930868466,0.03985009512037496,0.0322128051097483,0.035474818405849665,0.042848690556708396,0.03862389101059474,0.028546826839447037,0.04579060572650899,0.052185234045990805,0.04610440400669661,0.04412742540926814,0.04242906109908719,0.055544812262921295,0.04277590895782744,0.042986197494527416,0.0470723281952385,0.04698542644569804,0.032829362077620834,0.042443352320373454,0.04180600127294615,0.03794569083199307,0.03391650977877604
Consumer Services,-0.0003753685843244424,0.00027885654541908827,0.00019283490831327504,0.0014279501250416817,8.369708018202646e-05,-0.00012768600688679553,-0.0005415270749215365,0.001576775720465238,-0.0005101540382236287,0.00038410817694330726,-0.0011301801147280777,0.00029828574811392375,-0.00095186890016918,0.0004814394695091064,0.000309242644169505,-1.0482494756503262e-05,0.00038000387764998867,-0.0002455095216275586,0.00024195081182115826,0.0033686287575487596,0.010126173003207601,-0.00013421838710384596,0.00037254173347722914,0.033513472162670116,0.03849751075690067,0.035556364266126184,0.03846339577721212,0.03723567514641429,0.043285963826416834,0.03588495862540445,0.04006433809675465,0.043753761281838825,0.04356672010543321,0.029280461670645817,0.035967049043496846,0.029987457690000104,0.03066692026504457,0.03701052114206752,0.034476033741254214,0.027248844325234094,0.03915410727639865,0.0454810539256172,0.039507542854407,0.03855900708334653,0.03724571015779165,0.04277590895782744,0.042201946070525936,0.036506929737952054,0.04097238047515951,0.04026111707843101,0.029895093904252296,0.03793713651302282,0.03702612532670098,0.03441730818703469,0.03040827675612393
Automobiles & Auto Components,-0.00011697654704074561,0.00024247608442567043,-4.4568964851825224e-05,0.0018248491284928129,6.211749193396129e-05,0.00016024865870920848,-0.001735358443278926,0.0016803506545075555,-0.0007164863926668769,0.00031717641933940805,-0.0011742151650786495,-7.391418334665994e-06,-0.001359267852811602,0.0005011568486599535,0.0006918436546855377,-0.00011128573852342913,0.00038425786633458376,-0.00016421251175032813,0.00033168072565916817,0.003338475624571602,0.008814932991909705,-0.0001182364381957145,0.0009159753309050814,0.033370292011913306,0.04027028981217509,0.033263959864054886,0.03610757131130211,0.03525321484454421,0.04509502596500603,0.033413171073240565,0.04077413781138705,0.04421500716614727,0.04654998878214031,0.02882770630489154,0.03312660568729787,0.028385436033757584,0.030766988565164504,0.03751858955543914,0.03409448431966346,0.025197166500170867,0.03857922764717822,0.04378906502541606,0.0411791897751302,0.037324801366864405,0.036128276029248015,0.042986197494527416,0.036506929737952054,0.04615587489968083,0.040233315248876016,0.03984972808246354,0.02806900903092962,0.035582724068769306,0.03490015525654138,0.030822628031061207,0.03005975975180373
Diversified Financials,-0.00017836054509695083,0.00025340396914801566,9.31824578927519e-05,0.0017363817942311543,-0.00016317886128055094,-2.12635726643062e-05,-0.00046884196709765516,0.0016364597154121443,-0.0007584934964411231,0.0002997809289554689,-0.0013638854936189396,0.00021636398348210325,-0.0011150904318972005,0.0005197055926432473,0.0004578148290041872,0.00014524316925011894,0.0003746400493448229,-0.00015455810708448538,0.00025978757480433356,0.00362786023425882,0.011014795280368481,4.962698636353199e-05,0.0004374926522226022,0.036142511694513844,0.04203140051228827,0.03979686301843005,0.04175252126274376,0.04105357268026696,0.04776402686375074,0.040981203503804756,0.04269871083952613,0.05251602785544208,0.05015687846075273,0.03189283064747081,0.03972766895943158,0.03431444243218382,0.03508780751698964,0.038778595614135075,0.038273951882867814,0.028267975826321984,0.04385701065438416,0.0533796459592868,0.04541020978340862,0.04296659225372633,0.04047072770694095,0.0470723281952385,0.04097238047515951,0.040233315248876016,0.04901119757390206,0.0458528162786893,0.0337366280417756,0.04040101633873907,0.04235611970423834,0.03811970006269033,0.031766871785812716
Oil & Gas E&P,-0.0003415235408396837,0.0005612347945446785,0.00022011962098000351,0.0024758257617220345,-0.0008445871306294256,0.002009053041902065,-0.0006721720363415915,0.0017756682756254125,-0.0008741268251811336,0.0002884540775428061,-0.0019066761214575412,0.00015873400175358404,-0.001319516452655571,0.0007744778571329993,0.0010559805468367013,0.00032567296591941004,0.0003448969266702267,-0.00012322851153755306,0.00042971582174554146,0.004250740509659092,0.012531195836736807,0.00015788722901978125,3.997382992457908e-05,0.03584601241502099,0.04261450667364139,0.03940633919463224,0.040605788448428576,0.040827605076323666,0.0493692483077065,0.040463925131631925,0.04038690712471257,0.05045214913180813,0.0892852179179048,0.031032223796227984,0.03805839998079204,0.03685830624810713,0.03343105601183715,0.03567711634916029,0.03873878814591289,0.026577380799942547,0.05372619938973095,0.053850890834413474,0.045352327195398466,0.04572445940631837,0.03982483302437221,0.04698542644569804,0.04026111707843101,0.03984972808246354,0.0458528162786893,0.09206425005862845,0.029240779893951324,0.04614161429400216,0.06741723190929888,0.040698315507124654,0.02893691369741796
Telecom Services,-8.468397029847579e-05,0.00010127871459940445,0.0003059592647656908,0.0005627171711066378,-0.0002761585280117156,-3.2491063413916375e-05,0.0002343790263897649,0.001120298603422121,-0.0003980503345316078,0.00013700809585832162,-0.00042758560273891365,0.0003109934694288731,-0.0005605837287699924,0.0003813551984682563,8.467287125296694e-06,0.00015906008081764033,0.0003077495207088559,6.545272725766972e-05,7.543924896863577e-05,0.0021469254099189448,0.006734768778585938,6.798417508652514e-05,0.0002535757533054823,0.024832901848497808,0.02935868011341332,0.030412566461092815,0.03129022045712829,0.028590228485592357,0.03301666591202603,0.032281799038676506,0.028271335128794345,0.03661663416041302,0.03315451103821546,0.023979386648206917,0.030713563477122483,0.02705507119606974,0.024424247324837556,0.027841005079267227,0.028497210021838425,0.024312880599701422,0.031182034750576935,0.03692257573108146,0.03150563834442147,0.030663330801106822,0.028698535226176436,0.032829362077620834,0.029895093904252296,0.02806900903092962,0.0337366280417756,0.029240779893951324,0.03756974226258583,0.029390841348867422,0.028861273726276802,0.02835851100420854,0.024210681911160395
Semiconductors & Semiconductor Equipment,-0.00037067612191649715,0.0005372861110982252,0.0003306128174677407,0.0013543001123436829,7.473112670615181e-05,-0.00047177364597888603,-0.0006535784330174837,0.0015861839932025086,-0.00017377365274330098,0.00038948996638714156,-0.0007897876885401213,0.00029461871122071147,-0.001133627344303667,0.0002824703077107956,0.000105684344637189,-4.990203593026752e-05,0.0004631725447960589,-0.0003831642928653697,0.00040613359921607973,0.003730432675256624,0.011685934369539125,0.00011570362005244919,3.792340250768343e-05,0.03305093484040874,0.038830962402798715,0.036656360292837004,0.03811913944572566,0.04124584142404518,0.046845928097235943,0.032194100482849694,0.04067315794393715,0.04050102288772702,0.0486902273090797,0.029681870693560132,0.03915581017415975,0.029460341881941136,0.03495097787180686,0.03553276467834757,0.033585150989438234,0.027831754014321884,0.0454188046407778,0.04560006832329295,0.03783114164932168,0.04089372476663165,0.03992906194715562,0.042443352320373454,0.03793713651302282,0.035582724068769306,0.04040101633873907,0.04614161429400216,0.029390841348867422,0.06337659371063575,0.03980888856822357,0.045397296876062566,0.028772069045369757
"Oil, Gas & Consumable Fuels",-0.0002694298938391481,0.0004283956126888175,0.00012301753393532573,0.001827925366253689,-0.0006131540389877784,0.0011664805956514781,0.00025826936545141413,0.0013173406951697468,-0.0006984364129462404,0.00023039749096941323,-0.0014738557282292812,0.00015581252281322337,-0.0008206440772429257,0.0005629984916103288,0.0005829895802497303,0.00030125560575119253,0.0003124129725972508,-1.4955476346489295e-05,0.000339702719252882,0.0038357328851296715,0.01128686347849583,0.00015807854250238405,7.273835950485334e-05,0.032173645900963,0.03795870442485564,0.03606406600582209,0.03713640942415783,0.03659264308525772,0.04282318898873724,0.0382050755542551,0.03678479849007376,0.04705847789162236,0.06701252876735557,0.028099995525284433,0.035270154618639374,0.03523216908232357,0.03029567390063505,0.03258018637755443,0.03566585764747806,0.02533919571289355,0.04556421312164734,0.04951987168482858,0.04048543562225271,0.0409209697284616,0.03505712084727133,0.04180600127294615,0.03702612532670098,0.03490015525654138,0.04235611970423834,0.06741723190929888,0.028861273726276802,0.03980888856822357,0.05811192433355937,0.037372508618570305,0.026634981024962562
Technology Hardware & Equipment,-0.00040210534946984996,0.0005133907330831239,0.00039933310353102027,0.0009768224246431132,2.441537676822478e-05,-0.0004831582325866082,0.0005240777870200222,0.0013379578685380918,-0.00019454122111442127,0.0003340351910326838,-0.0008214999457882679,0.0003919397394916612,-0.0005842267387950625,0.00028395319840970466,-0.00020004965235362784,0.00013423330102025534,0.0003138177689188256,-0.0002690590140929504,0.00027340204470184114,0.0035936228001445347,0.011243929730259887,1.9622582182292476e-05,-8.239788874524038e-05,0.02967796524323632,0.034904216421605745,0.034339284064579895,0.03505239765769031,0.03576382709950366,0.04005193886632488,0.0319608834589721,0.03575400116269394,0.03942152886374022,0.040215867389937286,0.026485672080377148,0.03623523939939545,0.029425621570470004,0.029989248718400707,0.032772320719040106,0.030767151033131712,0.024879085638622192,0.03971143926024093,0.04343386918364607,0.03400700783551109,0.03836582910688417,0.035965969077641505,0.03794569083199307,0.03441730818703469,0.030822628031061207,0.03811970006269033,0.040698315507124654,0.02835851100420854,0.045397296876062566,0.037372508618570305,0.043002244195765725,0.0269616834866287
Food & Staple Retailing,-0.00036393404631714673,-2.261039420841995e-05,8.979529777952424e-05,0.0010499850944132574,0.0001804572782634701,-4.78330511706164e-05,-0.0006581308790296153,0.0012555090427504134,-0.0005449165113513943,0.0002561108302190201,-0.0008606341663585947,9.354521258145617e-05,-0.000825045309664301,0.0003294534837611633,0.00031875811674280177,-6.221836987783486e-05,0.00035700030290882205,-0.0001840389255439309,0.0001409523620254775,0.002718448048851587,0.006967148168957733,-3.3945987522529713e-05,0.0006651195018791989,0.027427051025671747,0.03175469569303996,0.0273345580397588,0.03004008785823227,0.029561793250708446,0.03517060545315943,0.02780468204717567,0.03279141902658805,0.03389148798877859,0.03299513920864042,0.024470604791312744,0.02739211479440221,0.02409024362777745,0.025433724731007724,0.03247496926579707,0.028048801802603666,0.021754138446925017,0.030697320469926133,0.03442678575241281,0.0324505434195261,0.030078112185938383,0.029592136995233605,0.03391650977877604,0.03040827675612393,0.03005975975180373,0.031766871785812716,0.02893691369741796,0.024210681911160395,0.028772069045369757,0.026634981024962562,0.0269616834866287,0.031147696903392256
