,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,Commercial & Professional Services,Diversified Financials,Transportation,Energy Equipment & Services,Health Insurance & Managed Care,Software & Services,Utilities,"Agricultural, Timber, Packaging & Building Materials",Retailing,"Food, Beverage & Tobacco",Capital Markets,Internet Retail & Consumer Electronics,Media,Capital Goods,Healthcare Equipment & Services,"Oil, Gas & Consumable Fuels",Real Estate Services,Telecom Services,REIT,"Pharmaceuticals, Biotechnology & Life Sciences",Technology Hardware & Equipment,Automobiles & Auto Components,Consumer Durables & Apparel,Metals & Mining,Household & Personal Products,Consumer Services,Semiconductors & Semiconductor Equipment,Banks,Chemicals,Oil & Gas E&P,Insurance,Food & Staple Retailing
Consumer Durables & Apparel,-0.0004069460604715686,0.0004691101134205089,0.0002079332406538116,0.0018987541619427885,0.00019837402787797778,-5.7679834528796105e-05,-0.0016711076483238122,0.0022389529122017957,-0.0007853461093090395,0.00037672038343307656,-0.001284918348929153,0.00023176577676808132,-0.0015133535263083503,0.0005524243217776745,0.0006514823628571333,6.65949227787524e-07,0.00041921184559016474,-0.00033767684387064835,0.0002632215551493648,0.003634937331969275,0.010706697882605363,-0.0003410175553692583,0.0009810919504366698,0.03926021486399031,0.04292993602077605,0.047026241936797344,0.04545233570654142,0.026638574246235353,0.035717800700016115,0.031303183279461126,0.04411461402690541,0.043476345292363834,0.03168442084638641,0.04683910914919673,0.04029980033841559,0.03623756167343272,0.040350796640528416,0.04049418336360914,0.03716607338196819,0.04595162354460627,0.028771208027195985,0.03705776862887226,0.03446133085952055,0.03605965899883256,0.04116180139097836,0.04981283648578926,0.042044895227393624,0.03767727475350069,0.04013390251430413,0.040609274547891656,0.04546878097107544,0.04927299474728767,0.040824016933530646,0.03436005761524026,0.03319020255638562
Metals & Mining,-0.0001148860028025109,0.0005458349589688127,5.978442050332205e-05,0.002020713234641366,-0.00038322407133355667,0.00044259973196308943,-0.0007479100072352681,0.0019865817677141534,-0.0004994952279921721,0.0004360290273973454,-0.001527744896359576,-4.897031727967975e-05,-0.0011355036230919892,0.0003890149222107917,0.00035939980836087053,0.0001996798052662853,0.0004150990879787181,-0.00040448268544221694,0.0003740341659380767,0.004132019527293912,0.011547933561943337,-0.0001320902405192481,0.00025055779393627636,0.03952598692386622,0.043935697138865575,0.04555288834055283,0.05901023010344047,0.02792782750448463,0.037594541772661104,0.0345865061661725,0.043225980133528616,0.03724843509861099,0.030675639967530213,0.05010937776955995,0.04073764038620651,0.03741739181447384,0.04365466465930977,0.04003311647921862,0.045891434360167016,0.04097895298328413,0.03170717518626294,0.03657175123659491,0.034278517783787,0.040136929305845316,0.03850003666534882,0.042044895227393624,0.06536004911677036,0.0332523961486353,0.0394510810624688,0.04619136650054141,0.047901652023026584,0.050526009178950136,0.054212008528610446,0.0380199963250998,0.03108882594886707
Household & Personal Products,-0.00044579673950764895,0.00016548885796642955,0.00040760130869923653,0.0014427297563767232,1.366358038368077e-05,-5.042248038682732e-05,-0.001450860692398482,0.0015891288319164138,-0.0007905858543305992,0.00030320857469062003,-0.0010146970100410795,0.00011571124826386528,-0.0011517619663602063,0.00044112076667907757,0.0009582756909668581,0.00011990603691956974,0.00028444959410464193,-0.00031187567283452646,0.00012154303593877086,0.002732472460619607,0.007740403000564656,-4.371067890438588e-05,0.0005668869643194121,0.032832345196179676,0.036196991196421405,0.03727614597786761,0.03975256091889182,0.022598955714143887,0.029726811754807153,0.029059326860335997,0.03573182506476215,0.034495306093914005,0.028973235911760674,0.038722379119800955,0.032174223467899346,0.03010014039725986,0.03365784053616667,0.03425179885754567,0.03223793730718732,0.03863160309858354,0.025075579858392153,0.032689445774245096,0.02976160316743331,0.02976859939728337,0.03339409793612548,0.03767727475350069,0.0332523961486353,0.03855786807526439,0.03334087847638138,0.032997631399882835,0.03645507905815576,0.04088036598770902,0.035547934702009294,0.030755335463397992,0.02776017673543262
Consumer Services,-0.0003459100780692358,0.00024670821805735743,0.00016563541716684924,0.0014444260628780833,4.0380891552492405e-05,-0.00010896008338580308,-0.0003830779417636026,0.0016111389939920725,-0.0005338176425672693,0.0003675819079579874,-0.0011095040677031745,0.0002767090850006397,-0.0009162609784601219,0.00047888249103377785,0.00027050301250547084,5.2881489384095033e-05,0.00034055549233591166,-0.0001840816172787234,0.0003033811857203404,0.0033726426183462647,0.010116589260558282,-0.00011945421736063417,0.0004130143921870407,0.038360047300715204,0.04120164115571922,0.04279692505266768,0.043241260746647775,0.02696029363662763,0.0357462547974601,0.030572778967571074,0.0384434791505484,0.03704465653066335,0.029074122169920107,0.045537620236407506,0.03762027504901101,0.03560985553572006,0.038893148157910944,0.03689524227916108,0.03725090316444866,0.039637937592532015,0.0302627890127795,0.03424134292976847,0.03075280820462067,0.0345731790418188,0.03680458863467715,0.04013390251430413,0.0394510810624688,0.03334087847638138,0.042240857537947096,0.03786644556759535,0.04364755586000038,0.04323397519602139,0.04014829290370763,0.036115710906138604,0.030835304232563716
Semiconductors & Semiconductor Equipment,-0.0003252877454720477,0.00046585737947965654,0.00032088262327435583,0.0013807457279878498,-2.405642876902286e-05,-0.00038330186246684133,-0.0005167346091791164,0.001641614813262789,-0.00019734742400748833,0.0003340651347790331,-0.0007524077401219637,0.0002653434017131862,-0.0011286768681770527,0.00029293091389639324,8.413240366936794e-05,1.712380034676358e-05,0.0003986507029232791,-0.0002737020803495393,0.0004408705862475127,0.0037653833713803216,0.011814540714584097,0.00010786884364931621,8.835981871014517e-05,0.03822125326128373,0.04082324489519978,0.042724092905727144,0.049011744483602605,0.027419195508124834,0.03920560233700611,0.030070874977242538,0.03894542038280866,0.03527522600419531,0.029568677882453275,0.04571787150842897,0.04060313921719189,0.03670819737191735,0.041465582332711144,0.0408775203871263,0.0404334393702892,0.03821297594602886,0.029860369928896135,0.03342758835200401,0.03482490421613964,0.04592995085520243,0.03615084351614979,0.040609274547891656,0.04619136650054141,0.032997631399882835,0.03786644556759535,0.06353933254311353,0.04047740403391681,0.04711787111662367,0.046675682844789936,0.032639057461362024,0.029127192670046688
Banks,9.32541641955931e-05,0.0002867681686008621,-0.0003850065775868086,0.002355377209069578,-0.00014567050049463137,-9.790269352517887e-05,-0.00041507463150985106,0.0018876472223648445,-0.0009841398058668507,0.00019646012017965762,-0.0017268702557777169,0.00010241328569362819,-0.0012500167802835332,0.0006427494790173431,0.0004783435157901431,0.00014056858900460888,0.0003292459624609623,4.191910027230735e-05,0.00034913933980474336,0.0036377369032933116,0.012905923351163685,-6.430295124459212e-05,0.0010288395494577336,0.04456765447158922,0.05278425785413596,0.05292803980974993,0.054476421689008445,0.028855711832088182,0.04115188545376138,0.037918626900380864,0.04430226156188428,0.04130993980931057,0.03302969102602639,0.06002079793697841,0.04215259309567349,0.04207376570213567,0.04595066508077808,0.042382306893797836,0.047272924581551475,0.04961483819983981,0.03703941162799042,0.04097397638453231,0.03713744926236622,0.03958107470355807,0.044372477754901,0.04546878097107544,0.047901652023026584,0.03645507905815576,0.04364755586000038,0.04047740403391681,0.0684692429552807,0.05023659047111128,0.05018629217024895,0.04535960483916502,0.03433316016862038
Chemicals,-0.00033865551871402094,0.0002734497237555539,0.0003223011834938582,0.0022129472527940863,-0.00018775719189001615,0.00035943315285189047,-0.0019891327760241397,0.0022808693374524384,-0.0007746379969697538,0.0003092868837321752,-0.0013802840475178515,0.0002184944584836976,-0.001771347743944194,0.0005585735587186785,0.0009910298379740457,0.0002108155605039623,0.0005298103526206048,-0.0002853781054061984,0.00042506379706423123,0.004174547174501524,0.010817146102642044,-0.00027545694279689154,0.0008466943643504692,0.04315538099293764,0.047791332951195156,0.05091216230795591,0.056631452221606045,0.029402690376544253,0.039947080273799375,0.03525921863048907,0.04922200486813926,0.04434615409018392,0.03427774742781878,0.05233037488884814,0.04406788953974155,0.03965933011705948,0.045838759545146955,0.045287683925371164,0.042906136940573665,0.05063622797059174,0.0334594730168317,0.04131227414348268,0.04011640502119903,0.04033217816918179,0.04499128495944787,0.04927299474728767,0.050526009178950136,0.04088036598770902,0.04323397519602139,0.04711787111662367,0.05023659047111128,0.05944356373622165,0.04925021399368587,0.039210376674006966,0.0355427022090813
Oil & Gas E&P,-0.0003435727625666762,0.0005704899887001906,0.0001737875837268071,0.0025371254071767557,-0.0008308977810775127,0.0019828289033982137,-0.00045377956180838407,0.001757510113130216,-0.0009187489164424135,0.0003128124339543273,-0.0019253208902369867,0.00012753617666351463,-0.0012481420589653626,0.0007599130519932096,0.001021418900885362,0.0003819728895205556,0.0003428417300490373,-8.789180951073422e-05,0.0005491149900934293,0.004245544891662157,0.012381224403331403,0.00018456037552183033,8.523712263519419e-05,0.04030481093801734,0.04609827741914122,0.046853312533261304,0.08921829725852506,0.026035080841716466,0.03770975497836705,0.03777064552305167,0.04253613773856401,0.036297841482288644,0.030736369723704478,0.054030433723087884,0.04019632812602173,0.039555482505984056,0.045989965353598034,0.04059998237382889,0.0680572554261719,0.04544881596468252,0.029248986381151074,0.03859231601913574,0.0340939991908063,0.04088249059038834,0.03987506102151864,0.040824016933530646,0.054212008528610446,0.035547934702009294,0.04014829290370763,0.046675682844789936,0.05018629217024895,0.04925021399368587,0.09227949711589194,0.04057027411745936,0.029421327106824442
Insurance,-8.747678917568491e-05,0.0001366600865896968,-0.00018796979988804058,0.0011362147174045982,-0.00034629891105606255,8.709858260126386e-05,0.0006369181900696211,0.0012601655274473576,-0.0007105662922721424,0.00014925777519181186,-0.001016496440638089,0.00013874394360568202,-0.0005400982795672152,0.00048333510159099597,6.524640109971588e-05,0.0002743394974641462,0.0002915174198789079,0.00013836445856843266,4.254422165174002e-05,0.0025333087301011316,0.008094983346458879,0.00019913607483883097,0.00035641896789284736,0.036931641082358205,0.04111987614086608,0.03891456202133362,0.04291254251693201,0.028224974878522376,0.034731189073103304,0.03355347831254848,0.035366798392805245,0.03237574655666822,0.027952357129179463,0.046252436358763506,0.03303037055931326,0.0339475763293626,0.03797074930782288,0.0333167690346799,0.03841410177187704,0.037545552136766816,0.032748544937939876,0.03449614044569725,0.029499705153188113,0.032128800706972466,0.03347829161193022,0.03436005761524026,0.0380199963250998,0.030755335463397992,0.036115710906138604,0.032639057461362024,0.04535960483916502,0.039210376674006966,0.04057027411745936,0.04462253987612858,0.028238786909550558
Food & Staple Retailing,-0.0003563805748496104,-3.804999853809342e-05,7.662062963243321e-05,0.0010588682838001357,0.0001551136098168626,-2.4710892170753283e-05,-0.0006028638407015427,0.0012787994753457627,-0.0005534918427368385,0.00023996052988388037,-0.0008557524535985396,8.934256016929483e-05,-0.0008139794871289616,0.0003349320172892159,0.00030132170571497903,-3.553108578964774e-05,0.00034290108907006567,-0.0001597897192658223,0.00016625755077695183,0.002749383084333703,0.007097246695972153,-2.3709005678853058e-05,0.0006862201762522985,0.030419626974429455,0.03227214183977746,0.0343437470004834,0.03331875490265144,0.022140185578368405,0.027711283310705014,0.024657069444749085,0.032087405744120556,0.03286530049007252,0.024777555032344547,0.03492555420034617,0.030126719268717236,0.02772756641097408,0.030614031986592814,0.02985102171089872,0.027093990451787467,0.03297445182532176,0.024736785392830293,0.028307656796535935,0.02573285250613088,0.027465529370514406,0.03050547863171167,0.03319020255638562,0.03108882594886707,0.02776017673543262,0.030835304232563716,0.029127192670046688,0.03433316016862038,0.0355427022090813,0.029421327106824442,0.028238786909550558,0.03171584861827422
