,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,Automobiles & Auto Components,Household & Personal Products,Health Insurance & Managed Care,Energy Equipment & Services,"Oil, Gas & Consumable Fuels",Healthcare Equipment & Services,Insurance,Metals & Mining,Telecom Services,Capital Markets,Banks,Internet Retail & Consumer Electronics,"Food, Beverage & Tobacco",Food & Staple Retailing,Oil & Gas E&P,"Pharmaceuticals, Biotechnology & Life Sciences",Capital Goods,Technology Hardware & Equipment,Consumer Services,Retailing,Consumer Durables & Apparel,"Agricultural, Timber, Packaging & Building Materials",Diversified Financials,Software & Services,Chemicals,Media,Real Estate Services,Transportation,Commercial & Professional Services,Utilities,Semiconductors & Semiconductor Equipment,REIT
Diversified Financials,-0.0001659752744876336,0.0002459060720803518,8.665965231171496e-05,0.0017284765219364318,-0.00018379161458869161,1.0675593943520338e-05,-0.0005178104854243977,0.0016914977993913657,-0.000758171318701766,0.0002932441467351143,-0.0013638014572684364,0.0002201073238386858,-0.0011466043066462959,0.0005301213697144316,0.0004637650710460675,0.00014948403248876243,0.0003626449418975606,-0.0001589035678162043,0.00023701631379717162,0.0036461393644312717,0.01113162014587381,4.754018797364482e-05,0.0004289731008097441,0.040519676033519046,0.036373069799215375,0.02849639204350529,0.05070701085198377,0.042622520814352687,0.04127081008505584,0.04115396757986491,0.04399385274975469,0.03398744860600492,0.05358772306717157,0.052854829055664576,0.040485867005710836,0.03210048157061768,0.03190194656685753,0.046442274029472944,0.035050003662855246,0.04318739021293312,0.03822956638584527,0.04118562882976263,0.038657610446250996,0.042727337539255096,0.04226099606261618,0.04913694987378809,0.03988309137179438,0.04800593996625362,0.03990106361801418,0.04567503504393846,0.047265854791704844,0.041976364083505656,0.03427790728766541,0.04049649940677492,0.038469697601589734
Software & Services,-0.0003822692937242157,0.00039677036558473865,0.00011148606305840856,0.0008960505032284167,-1.5392696125666239e-06,-0.00019214413398431187,-9.68300374419135e-05,0.0015824099220842248,-0.00013844001232745894,0.00035901425586478395,-0.0008857225597514882,0.0005517157778074279,-0.0006525473295074762,0.00034178650863946205,-2.532307930469745e-06,7.809368117527058e-05,0.0002864598291771205,-0.00027973967675192006,0.0001586280252030443,0.003398607387394287,0.010092445065559962,-4.6668155967073926e-05,0.00011583645166627516,0.03337994457520764,0.030376590284332736,0.027108602968894103,0.04092747318852082,0.03553020131874104,0.036537612373030624,0.0350415922602587,0.03790526705703272,0.030956068132986077,0.044092763688688905,0.04185643603327288,0.037498856465618985,0.02736917412186979,0.02751728812790348,0.038584464426500834,0.02967490968359331,0.03778510270183066,0.03640541523143563,0.03620510785356682,0.033239138989249226,0.035953005583867916,0.03576987526741196,0.03988309137179438,0.03990043670350823,0.04066185230390576,0.03531606724994658,0.03671305709399424,0.04006581601030005,0.03728358952248546,0.027925062350513008,0.03931089729962864,0.032163793571097325
Chemicals,-0.0003707890631900677,0.00027979180717865274,0.0003874958047845463,0.0022239989530695196,-0.00014630497275267473,0.00035919008845060693,-0.002243436261791125,0.0022880487888341816,-0.0007679286757376019,0.00033549220510687555,-0.001428917218540816,0.00024131192846235333,-0.001876107047992964,0.0005759695445179167,0.001077042180626146,0.00011314843022187795,0.000569764331714036,-0.00033888000176118056,0.00029836758596031067,0.004239526429101167,0.0109151346072424,-0.00032961973388582295,0.0008168445267719391,0.04539285596579195,0.04148142485614763,0.029473084044558936,0.057929307229002996,0.043106836031909936,0.045897489662804374,0.03957693370400847,0.05101821128034558,0.03325245007132551,0.052626324298812956,0.050877742158375816,0.04406827281079474,0.034779172998731796,0.035354487358590946,0.04984136259759894,0.04005644353830765,0.04585590792986274,0.0402730589535774,0.04356180420786891,0.0444738818254293,0.04948944399274527,0.04993905271471757,0.04800593996625362,0.04066185230390576,0.06021569085705822,0.039857108579006054,0.050917047582760146,0.051601694109639835,0.043823530409670165,0.03461661311712135,0.04708286602698938,0.04209612121691655
Media,-0.0001904874760904778,0.0004212536692215662,0.0003235168016991019,0.0011758057325760767,-0.0001429229068631413,-6.491197142033087e-05,-0.0001165672443446211,0.0014689300239295409,-0.00036100186550280415,0.00027646804127719584,-0.0010206178910067939,0.0004269433633608926,-0.0008498321742371832,0.00041340374539778984,0.00020128882598668206,0.00017065418011734637,0.0003236039143250384,-0.0002595140696217824,0.0002071690622630688,0.003424650670890609,0.009966425756623367,0.0002464385361034912,-0.00011891401284532851,0.03350718369244041,0.03037736748273924,0.024490740318798606,0.04153110527709176,0.03630287030283766,0.03537109348611498,0.033895147185541194,0.037291260933680036,0.03063900914900445,0.04453346264221811,0.04230406036851267,0.03668155670446688,0.027251136022592968,0.02744943364904946,0.03992990529129651,0.02891988580370963,0.036307818954866185,0.03445030952244664,0.03575355251927077,0.03268090677283852,0.0362260137989526,0.034275199064243776,0.03990106361801418,0.03531606724994658,0.039857108579006054,0.039628866515807035,0.03640622252772018,0.03977067336381389,0.03598557139030113,0.028375496107693306,0.036754642235523785,0.03182658342325051
Real Estate Services,-0.00043460750018736326,-0.00030707776744752025,-2.708098348564828e-05,0.0019471751105968901,-0.0004219083199007464,0.0008790686601043688,-0.00229774651925152,0.002525425540291986,-0.0013183009425995942,7.86407673817059e-06,-0.001463875404237284,0.00017246486265048834,-0.0015742754687919308,0.0006306324394891446,0.0013326054636755133,0.00024431401198644594,0.0004337117464751091,-0.00015908348315932147,0.00022991282845925842,0.00390526714770786,0.009681060801611378,-0.0006145258561043003,0.0009891943539334957,0.04144712800602167,0.03881500409221913,0.02905596829076007,0.05304407319006923,0.04076105670019529,0.045550744328359295,0.037688320776233124,0.04109230878017851,0.031725184126456925,0.04985779112111395,0.049856026139676754,0.040007822282962104,0.03436609878444895,0.03262152569282339,0.04576285798611048,0.03943450397349913,0.04055295906242907,0.0342227848670296,0.03977775407861583,0.04246704313489747,0.045767240875150196,0.045459600460601324,0.04567503504393846,0.03671305709399424,0.050917047582760146,0.03640622252772018,0.07217289019445265,0.046397951084327704,0.04029901484663927,0.036092099276032234,0.03804768031137302,0.0455034011480421
Transportation,-0.000440832329267284,0.0004400310830217127,0.00010728914422834313,0.002007249342198834,-1.083996816539743e-05,0.00015846613251834405,-0.0015320433304840287,0.0019552132012809133,-0.0009066825843933646,0.00045128823489823486,-0.0015167868205053163,0.0003069689147768692,-0.0015690485766541589,0.0006196672892449145,0.000744166528714101,-9.50071527312359e-06,0.00040731181264591057,-0.0003609318167159211,0.00037732710639866473,0.0037510815248117265,0.01188745759881744,-0.0002750134644939057,0.0008246230791957338,0.043282523508656065,0.03780766524386565,0.028793091580312805,0.05487538332513002,0.04208032918995838,0.042833794078474666,0.039224552417839995,0.04598475636066504,0.03307548330820468,0.05245488506371508,0.0533891467478181,0.04255250132385307,0.03280492264608913,0.034082650925650326,0.0475103331147993,0.03553067957160426,0.04438392238227596,0.03812219985559634,0.04303387616132058,0.042880649703896725,0.04709777565239734,0.04538257505941543,0.047265854791704844,0.04006581601030005,0.051601694109639835,0.03977067336381389,0.046397951084327704,0.05584524605339723,0.04310135733728725,0.03225745498227354,0.042618615233594094,0.03885469217558682
Commercial & Professional Services,-0.0003498856920987636,0.00027038402738023857,0.00021181866714923176,0.0012836433751387578,2.2370134240939172e-06,-0.00010954605229070194,-0.0004482991513222199,0.0015306616369310266,-0.0005442942602474875,0.0003259199435832479,-0.0010468669951561225,0.00029870193209083183,-0.000950547108712755,0.000466431106340093,0.0002711621709412305,4.467118488137851e-05,0.00036172542062968324,-0.00022327407056970072,7.1573147383206815e-06,0.0032424114681183724,0.009963082909263943,-2.473724742492518e-06,0.0004503828543860847,0.03636336940749279,0.03340787033257332,0.027536667524163266,0.04510917090887958,0.037402109694233625,0.03811625014444147,0.03718676303558601,0.03983235055703354,0.031525215516891816,0.04647315680498713,0.045166186498670685,0.03754728407851576,0.029921732286260737,0.03019682124035456,0.04105175402688588,0.03180409806042718,0.039499279629622554,0.03526167424482929,0.038729198328195304,0.03645657557157738,0.03943660318187748,0.039073126825746846,0.041976364083505656,0.03728358952248546,0.043823530409670165,0.03598557139030113,0.04029901484663927,0.04310135733728725,0.04086071740389075,0.030945454090664747,0.03831977441030908,0.0351911765000415
Utilities,-0.00020458071523629526,1.9348284949683585e-05,6.88082502591038e-05,0.0009662916213977456,-0.0005518806668192136,0.0004835261646999757,0.00032231590152443675,0.0011841356167139108,-0.0007813973058615744,0.00013175839735283086,-0.001004847352312233,4.754180016557074e-07,-0.0005272460388240681,0.00021036929437046338,0.0002629627882480098,0.000260237401276004,0.0002458479074201426,-7.864159179033776e-05,5.2920782889738194e-05,0.002668018591311708,0.007994197714450023,0.00017843710608976513,7.76366265288619e-05,0.028585094990818533,0.02855191739082146,0.022335253574480136,0.0377896023579674,0.03540624965545555,0.03010742582643132,0.0331113276239166,0.0340073968515882,0.027246932261632807,0.03880304939682962,0.03731776118567695,0.02799157578748258,0.02579962837366106,0.02416964458015869,0.037362886845771465,0.025919216258555658,0.032468037744471656,0.02941317066357648,0.03007121853246194,0.02798654881847922,0.030641691547989652,0.03106964379622342,0.03427790728766541,0.027925062350513008,0.03461661311712135,0.028375496107693306,0.036092099276032234,0.03225745498227354,0.030945454090664747,0.03662413345581451,0.029431129540830842,0.03307308065122847
Semiconductors & Semiconductor Equipment,-0.00036131764727718194,0.0005323990537341003,0.00032594486351401566,0.0013465490080748388,5.854568009008925e-05,-0.00044722308663688664,-0.0006962077622167161,0.0016335907466024588,-0.0001710872319249887,0.0003847983109459135,-0.0007873081083706676,0.0002979831827726289,-0.001161113953697875,0.0002903959149285353,0.00010930767371582787,-4.731456193267442e-05,0.00045364576095358787,-0.00038807970702024606,0.0003877494115061899,0.003749299993675791,0.011796570001510185,0.00011440433214998904,2.8915121454162083e-05,0.0358312512706795,0.03325661799168044,0.028039667229038282,0.04917909976770071,0.04004994175061552,0.04146478403886427,0.03232282347838065,0.045573860296740196,0.029606439200094436,0.04577424572692906,0.040762479665537,0.03996950961920285,0.029870942314038574,0.028896860478836644,0.046673569095778016,0.034946973382584325,0.04110152363921886,0.045558608292352594,0.038129344054074706,0.03544108679159077,0.040718740378078745,0.039039762161854764,0.04049649940677492,0.03931089729962864,0.04708286602698938,0.036754642235523785,0.03804768031137302,0.042618615233594094,0.03831977441030908,0.029431129540830842,0.06361524248070008,0.03375314796124221
REIT,-0.00040803402795099947,-5.882100096339946e-06,0.00016506521082904294,0.0011746667380009236,-0.0003486727020821102,0.0003158729938977335,-0.0009757704255877325,0.0016178179191891412,-0.0008808371412664928,0.00015399286856375264,-0.0011338611633290557,0.00019126724061532477,-0.001026756181045285,0.00040219780564082204,0.0007438465890920905,0.00014199429064291847,0.00041542166665272,-0.00020557662835323054,4.494525376967209e-05,0.003097684758207858,0.008016064743196466,-8.589688758018892e-05,0.000455137757573105,0.03432810196061253,0.033278155332654304,0.024481678417554702,0.04300824511191518,0.035911147523158875,0.03621210472171458,0.03471885524280089,0.03693922180442591,0.028703208100832118,0.04208852693833102,0.0416198235416324,0.03331361888628982,0.029371379821459723,0.0281922287471963,0.03914110429857039,0.03158306386516222,0.03521055048339065,0.03094030308284617,0.034705476673372614,0.034273371650958576,0.037383699129927776,0.03688110253184354,0.038469697601589734,0.032163793571097325,0.04209612121691655,0.03182658342325051,0.0455034011480421,0.03885469217558682,0.0351911765000415,0.03307308065122847,0.03375314796124221,0.042043966463012505
